Anon Student Id;Cuenta de Problem Name;Cuenta de Step Name;Suma de Step Duration (sec);Suma de Correct Step Duration (sec);Suma de Error Step Duration (sec);Suma de Correct First Attempt;Suma de Problem View;Suma de Corrects;Suma de Incorrects;Suma de Hints;Duracion Promedia por paso (sec);Durancion promedia pasos correctos;Duracion promedia de pasos incorrectos;Promedio de pasos resueltos en primer intento
H4UD7rojkA;213;213;6082;5031;1051;189;249;214;48;1;29;24;22;0.89
H5p2L3L4hU;827;827;25854;13054;12800;621;986;903;397;226;31;14;32;0.75
h9Tx9ulI5Q;1069;1069;25256;11431;13825;765;1685;1205;461;549;24;9;30;0.72
Hd9GW3f95j;4455;4455;119870;60171;59700;3327;7029;5053;2241;1629;27;12;27;0.75
hgivhSMgnH;130;130;7834;3931;3903;93;194;136;115;31;60;29;34;0.72
hK3QE3xOF8;42;42;1431;720;711;33;42;48;20;4;34;15;36;0.79
HOjPAm59jv;133;133;2977;2537;440;125;232;171;21;2;22;15;21;0.94
hqew2E2l61;947;947;27294;11884;15410;714;1508;1046;548;178;29;11;28;0.75
HujcxU5LVb;409;409;7070;2543;4527;296;866;455;350;118;17;6;13;0.72
HvghFVBS5v;4234;4234;128780;68010;60770;3271;8568;4932;2091;922;30;14;29;0.77
hwF4tyWU50;2722;2722;55386;39541;15845;2443;3655;3098;563;229;20;13;28;0.90
i0FfLG15di;594;594;21710;14111;7599;516;760;680;182;37;37;21;42;0.87
i1pw14pRDH;597;597;20418;12028;8390;476;754;651;282;172;34;18;30;0.80
i5dD6Xy8jL;763;763;19258;10991;8267;654;932;844;298;84;25;13;28;0.86
i5Y9A05Ph8;881;881;21188;13200;7988;752;1070;1007;318;81;24;13;25;0.85
i8f2gg51r5;7001;7001;129371;67833;61538;5458;9811;8233;4546;1886;18;8;14;0.78
IIP2AV0W1Y;248;248;5589;2791;2798;190;262;251;81;47;23;11;35;0.77
Ij894m7u4j;226;226;8258;3449;4809;172;227;237;99;5;37;15;49;0.76
IQ98biy227;6142;6142;187651;108268;79383;5100;8523;6984;2162;620;31;16;37;0.83
IQQo3367x0;25;25;713;108;605;12;62;24;9;34;29;5;67;0.48
iyLqACAFyl;2448;2448;64438;41963;22475;2069;2877;2819;757;162;26;15;30;0.85
j09c45Q1NN;5;5;543;14;529;2;5;5;6;3;109;3;88;0.40
j0D7C5VG29;531;531;11701;7301;4400;450;810;631;165;91;22;12;27;0.85
J76B3lyQG9;503;503;13937;8392;5545;442;626;569;132;25;28;15;42;0.88
jbw83hRJZQ;122;122;2702;1511;1191;105;131;121;28;7;22;12;43;0.86
jdT9cZAxyb;1164;1164;20956;11433;9523;901;1420;1354;648;452;18;8;15;0.77
JL3J46dUrn;547;547;24618;10788;13830;404;712;703;241;210;45;15;57;0.74
JP20cryBg8;60;60;1615;616;999;44;60;59;25;30;27;10;40;0.73
jR1rpwLHNu;1631;1631;74731;23635;51096;1105;3916;1755;1174;422;46;13;44;0.68
JrJt3mY6Ls;186;186;15422;2698;12724;107;318;183;256;152;83;15;50;0.58
JU5Ms0pxvu;1075;1075;37030;25176;11854;911;1349;1220;345;125;34;21;34;0.85
jw3jOU9C8I;593;593;17818;10932;6886;526;762;657;123;38;30;17;56;0.89
jx1ndu85oq;895;895;30010;19741;10269;771;1177;1076;287;167;34;18;36;0.86
jXc985G8qy;821;821;26219;10827;15392;605;2305;1203;335;464;32;9;46;0.74
jxlpSn00qm;12;12;428;26;402;2;12;11;8;26;36;2;50;0.17
k37lfl6ENf;120;120;3856;2547;1309;90;399;170;102;31;32;15;13;0.75
k3jBd30ocz;2003;2003;67768;27634;40134;1241;5139;2251;705;1667;34;12;57;0.62
K46aEi2Oi7;387;387;14724;3981;10743;293;869;412;280;71;38;10;38;0.76
k4gaj1r2bT;1242;1242;25004;14421;10583;1019;1675;1418;482;217;20;10;22;0.82
K4IIshw37g;1126;1126;27325;14178;13148;887;1452;1388;432;295;24;10;30;0.79
k71nQKqIB3;20;20;682;425;257;17;20;26;8;5;34;16;32;0.85
K8b2FfNFdp;1418;1418;35096;20508;14588;1171;2412;1602;494;332;25;13;30;0.83
kh6j72S63h;536;536;20186;6629;13557;377;892;605;526;129;38;11;26;0.70
KiDu7A3iD8;851;851;15758;5942;9816;571;1535;941;721;348;19;6;14;0.67
kKr8NG7YNL;693;693;6112;4217;1895;621;973;745;140;57;9;6;14;0.90
Kt1mv62gCP;1439;1439;27608;18337;9271;1168;1753;1721;404;482;19;11;23;0.81
l0KpN7IKom;72;72;5996;3346;2650;55;91;77;25;11;83;43;106;0.76
l1L9ZwV1KO;665;665;32061;11943;20118;419;922;993;729;455;48;12;28;0.63
L24St09aez;31;31;852;418;434;25;31;33;8;5;27;13;54;0.81
l5eh0S53tB;10087;10087;229944;93729;136215;6963;18845;12302;7351;5191;23;8;19;0.69
l8bH01vT7z;1888;1888;61427;30882;30545;1450;2896;2171;1175;470;33;14;26;0.77
l8kuAhlIWI;1253;1253;82696;42905;39791;937;2457;1382;585;225;66;31;68;0.75
LIXD5c0lE5;9;9;852;327;525;5;9;9;7;2;95;36;75;0.56
LjgZcY49TV;1174;1174;27186;12778;14408;986;1994;1398;447;341;23;9;32;0.84
ljX78ko847;851;851;18197;11369;6828;710;981;960;266;279;21;12;26;0.83
lKsX609E6x;846;846;27515;14747;12768;675;1666;1014;360;122;33;15;35;0.80
LM96hW22T2;5785;5785;97949;18680;79269;1998;18265;7326;4083;9917;17;3;19;0.35
LmiEiGqx5x;1029;1029;37940;16163;21777;774;1352;1179;570;170;37;14;38;0.75
LnVZmUuwc8;3029;3029;74065;33754;40311;2289;4359;3377;1560;483;24;10;26;0.76
LP15lX652E;4304;4304;131588;67722;63867;3384;7372;5144;2110;1317;31;13;30;0.79
LQDsuDw2tX;199;199;3062;2156;906;174;231;198;43;12;15;11;21;0.87
LQm0n9F5e0;167;167;3143;1876;1267;118;248;175;115;34;19;11;11;0.71
lY4W105RGi;327;327;11024;3353;7671;215;430;348;365;223;34;10;21;0.66
m58s5oOZCm;2487;2487;53271;22996;30275;1854;4427;2923;1524;650;21;8;20;0.75
m5MmtPWHdr;124;124;4090;2144;1946;102;143;121;33;18;33;18;59;0.82
m64Rgy40OF;4052;4052;173577;80630;92947;2976;7679;4654;2508;421;43;17;37;0.73
M7hLaVJGvX;3125;3125;65093;29766;35327;2360;7338;3718;1805;1133;21;8;20;0.76
m9a501e1MM;1229;1229;25024;15951;9073;1050;1496;1367;390;159;20;12;23;0.85
MCA1W52H2T;1239;1239;26602;17444;9158;1071;1392;1450;335;396;21;12;27;0.86
merKN5i5Of;232;232;3851;2086;1764;171;671;326;101;80;17;6;17;0.74
Mhc6xUn6X1;304;304;7383;3160;4223;224;475;296;184;26;24;11;23;0.74
mI0bEZaepz;962;962;33604;14938;18666;744;1332;1088;526;128;35;14;35;0.77
MMecgbY11h;136;136;7080;5335;1745;115;286;175;53;2;52;30;33;0.85
mNzo8mGzu9;2605;2605;55560;34946;20614;2306;3103;2969;519;117;21;12;40;0.89
MPqJdqnPtc;4059;4059;116630;62687;53943;3272;5271;4686;1737;793;29;13;31;0.81
MrZ99Q697y;1516;1516;27089;12288;14801;1212;1712;1692;728;266;18;7;20;0.80
mt4GxUF641;411;411;6308;4021;2287;360;465;429;94;39;15;9;24;0.88
N18G8VLF9v;378;378;7936;3676;4260;283;432;428;279;205;21;9;15;0.75
N1K15JE4tN;66;66;2582;1624;958;53;112;76;21;0;39;21;46;0.80
N4Ab8Bvj98;320;320;9059;5233;3826;252;365;332;159;81;28;16;24;0.79
N6wWxh9CL4;1114;1114;36517;18274;18243;871;1735;1341;514;258;33;14;35;0.78
nA15DeLBE1;128;128;2701;2323;378;121;151;142;8;0;21;16;47;0.95
NnA4UfdJ5k;357;357;14480;5398;9082;240;793;411;219;179;41;13;41;0.67
nOkrXE4gnk;152;152;4301;3213;1088;129;518;196;59;0;28;16;18;0.85
NX8N2fJ630;610;610;25090;15623;9467;514;712;698;165;43;41;22;57;0.84
nxe3l4KD0z;1366;1366;66084;24133;41951;803;2829;1514;609;1094;48;16;69;0.59
nybp7zY98z;459;459;16608;6297;10311;362;996;488;188;161;36;13;55;0.79
NZJd9Aq3De;118;118;6088;2766;3322;83;138;113;80;2;52;24;42;0.70
o0Q2M0X487;26;26;1827;607;1220;16;26;32;20;1;70;19;61;0.62
o2mSq0vQ50;353;353;15014;9148;5866;292;392;386;154;28;43;24;38;0.83
O46hm6g2nf;594;594;29264;10942;18322;387;978;771;556;327;49;14;33;0.65
O4PQ25r2dR;502;502;15327;11841;3486;451;608;545;74;16;31;22;47;0.90
O4YDV4XPTd;311;311;5234;1336;3898;206;466;295;439;162;17;5;9;0.66
OCmTg4ha6w;1082;1082;30577;8403;22174;568;1656;1262;507;1405;28;7;44;0.52
odPTXtfS78;3604;3604;101856;48091;53765;2582;5858;4268;2347;950;28;11;23;0.72
oEt3YTvS4G;1474;1474;58784;38567;20217;1274;2053;1648;351;54;40;23;58;0.86
oeTCjHG37z;202;202;4647;3516;1131;181;644;264;47;0;23;13;24;0.90
olyVui8lHe;189;189;3242;1959;1283;164;201;189;34;0;17;10;38;0.87
On0ILT6rt5;134;134;3134;2058;1076;115;143;141;30;6;23;15;36;0.86
OPv5PP9Bi4;1385;1385;37243;18894;18349;1148;1674;1480;503;236;27;13;36;0.83
OPY2Zd6SNl;130;130;5863;3062;2801;104;210;129;79;30;45;24;35;0.80
